email,company_name,website,city,state,profession
doctor@truedesigndentistry.com,"True Design Dentistry of San Diego",https://www.truedesigndentistry.com,"San Diego",California,"Dental clinic"
dentists@lajolladentistry.com,"La Jolla Dentistry",http://www.lajolladentistry.com,"San Diego",California,"Dental clinic"
de@mysmile.com,"Dental Expressions",http://www.mysmile.com,"San Diego",California,"Cosmetic dentist"
kathy@drhellwig.com,"El Cajon Dental & Orthodontics",https://elcajondentalandorthodontics.com,"El Cajon",California,"Cosmetic dentist"
drgeorge@drgeorgedds.com,"George Georgaklis DDS",http://www.drgeorgedds.com,"San Diego",California,"Cosmetic dentist"
scrydloff@earthlink.net,"Smile Art Dentistry",http://www.smileartdentistry.com,"San Diego",California,"Dental clinic"
crc@sandiegosteethwhitening.com,"San Diegos Teeth Whitening Center",http://www.sandiegosteethwhitening.com,"San Diego",California,"Teeth whitening service"
dds@sdsmilemakers.com,"Bosworth Dental Arts",http://www.bosworthdentalarts.com,"San Diego",California,"Dental clinic"
jeremyfactordds@jeremyfactordds.com,"Jeremy Factor DDS",http://www.jeremyfactordds.com,"San Diego",California,"Dental implants periodontist"
kidz@kidzplacedentistry.com,"Kidz Place Dentistry",http://www.kidzplacedentistry.com,"San Diego",California,"Paediatric Dentist"
drkurt@drhummeldorf.com,"Kurt Hummeldorf DMD",https://www.missionvalleyoralsurgeon.com,"San Diego",California,"Oral and maxillofacial surgeon"
smile@sandiegochildrensdentist.com,"San Diego Childrens Dentistry",https://www.sandiegochildrensdentist.com,Poway,California,"Paediatric Dentist"
perio@gumsbygohel.com,"Gums By Gohel",http://www.gumsbygohel.com,"San Diego",California,"Dental implants periodontist"
rbates@unitehere.org,"Unite here dental",https://local30sandiego.org,"San Diego",California,"Dental clinic"
victor@415creative.com,"Federico Tiznado DDS",https://federicotiznadodds.com,"La Mesa",California,"Cosmetic dentist"
digital@sdcosmeticdentistry.com,"Cosmetic Dentistry of San Diego",http://sdcosmeticdentistry.com,"San Diego",California,"Cosmetic Dentists"
bmoran@accessdentalcare.org,"Access Dental Care",http://www.accessdentalcare.org,"San Diego",California,"Dental clinic"
barbi@toddmorgan.com,"Sleep Solutions of San Diego",http://www.sleepsolutionsofsandiego.com,"San Diego",California,"General Dentistry"
forms@mygeneraldentist.com,"Family Dentistry of San Fernando",http://www.mygeneraldentist.com,"San Fernando",California,"Dental clinic"
hanasab@dentalgroupcenter.com,"Van Nuys Family Dentistry",http://dentalgroupcenter.com,"Van Nuys",California,"Cosmetic dentist"
coordinator@sfperiodontist.com,"Dr. Carrie Berkovich DDS MS San Francisco Center for Periodontics & Dental Implants",http://www.sfperiodontist.com,"San Francisco",California,"Dental implants periodontist"
aminidds@citidentonline.com,CitiDent,https://www.citidentonline.com,"San Francisco",California,"Dental clinic"
jstyger@att.net,"Joseph C. Styger D.D.S. Inc.",http://www.drstyger.com,"San Francisco",California,"Dental clinic"
drmiller@450aesthetics.com,"450 Aesthetics Dental Group",http://450aesthetics.com,"San Francisco",California,"Cosmetic dentist"
getperfectsmile@kingstdental.com,"King St. Dental",http://www.kingstdental.com,"San Francisco",California,"Cosmetic dentist"
tracey.fecher@sonrisasdental.org,"Sonrisas Dental Health",http://sonrisasdental.org,"San Mateo",California,"Dental clinic"
drmarkle@drmarkle.com,"Noel H Markley DDS",https://www.drmarkle.com,"San Francisco",California,"General dentist"
scott@designlook.com,"BIC Chiem DDS",http://bicsmiles.com,"San Francisco",California,"General Dentistry"
